answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>expressed religious beliefs that threatened Puritan leaders</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>27. <div class=""paragraph"">Anne Hutchinson was banished from Massachusetts in 1637 because she</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>wanted women to have the right to vote</span></span></div>
<div>B. <span class=""itemtext""><span>expressed religious beliefs that threatened Puritan leaders</span></span></div>
<div>C. <span class=""itemtext""><span>tried to start a separate colony called Rhode Island</span></span></div>
<div>D. <span class=""itemtext""><span>refused to marry and have children</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-8H9 #2 H060501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Their arguments helped lead to the adoption of the Bill of Rights.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>28. <div class=""paragraph"">What impact did the Anti-Federalists have on the United States Constitution?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Their arguments helped lead to the adoption of the Bill of Rights.</span></span></div>
<div>B. <span class=""itemtext""><span>Their arguments helped lead to the abolition of the slave trade.</span></span></div>
<div>C. <span class=""itemtext""><span>Their influence ensured that the federal government would maintain a standing army.</span></span></div>
<div>D. <span class=""itemtext""><span>Their influence ensured that the federal government would have the power to tax.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-8H9 #3 H060601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>leaders of slave rebellions</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>29. <div class=""paragraph"">Gabriel Prosser, Denmark Vesey, Nat Turner, and Joseph Cinque were all</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>soldiers in the American Revolution</span></span></div>
<div>B. <span class=""itemtext""><span>merchants who were involved in the triangular trade</span></span></div>
<div>C. <span class=""itemtext""><span>authors who described slave conditions</span></span></div>
<div>D. <span class=""itemtext""><span>leaders of slave rebellions</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-8H9 #8 H061101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Most were forced to move west of the Mississippi River.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>30. <div class=""paragraph"">Which statement best describes the treatment of American Indians living east of the Mississippi River between 1800 and 1850?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Most were forced to move west of the Mississippi River.</span></span></div>
<div>B. <span class=""itemtext""><span>Most were forced to work as slaves on plantations.</span></span></div>
<div>C. <span class=""itemtext""><span>They were encouraged to become American citizens.</span></span></div>
<div>D. <span class=""itemtext""><span>They were forced onto reservations in the eastern half of the country.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-8H9 #10 H061301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>the federal government should play an active role in promoting social welfare</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>31. <div class=""paragraph"">The Great Society programs of the 1960's were primarily based on the idea that</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>American society was hopelessly flawed</span></span></div>
<div>B. <span class=""itemtext""><span>the federal government should play an active role in promoting social welfare</span></span></div>
<div>C. <span class=""itemtext""><span>the poor needed to work harder in order to succeed</span></span></div>
<div>D. <span class=""itemtext""><span>the federal government lacked the authority to help the poor</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-8H9 #16 H061901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>central government the power to tax</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>32. <div class=""paragraph""><div class=""paragraph"" style=""text-align:left; padding-left:40px; padding-right:450px;"">""We may indeed be said to have reached almost the last stage of national humiliation. Do we owe debts to foreigners, and to our own citizens, contracted in a time of peril? These remain without any proper provision for their repayment. Have we valuable territories in the possession of a foreign power, which ought long since to have been surrendered? Are we in a condition to repel aggression? We have neither troops, nor treasury, nor government.""</div><div class=""paragraph"" style=""text-align:left; padding-left:160px; padding-right:450px"">— A criticism of the Articles of Confederation made by Alexander Hamilton in 1787</div><div class=""paragraph""></div></div><div class=""paragraph"" style=""text-align:left; padding-right:450px; padding-left:40px;"">Hamilton said that ""We have neither troops, nor treasury, nor govern- ment"" in part because the Articles of Confederation did not give the</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>central government the power to protect the rights of slaveholders</span></span></div>
<div>B. <span class=""itemtext""><span>central government the power to tax</span></span></div>
<div>C. <span class=""itemtext""><span>states the power to make treaties with other countries</span></span></div>
<div>D. <span class=""itemtext""><span>states the power to raise troops for war</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-12H8 #3 H051501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Some people or nations are more fit to survive than others and will naturally and rightly dominate.</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>33. <div class=""paragraph"">Which sentence best states the central belief of late nineteenth-century Social Darwinists?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Members of any species survive in large part because of cooperation among members of that species, and humans should follow this natural model.</span></span></div>
<div>B. <span class=""itemtext""><span>All men and women are created with equal abilities and should, therefore, have equal rights.</span></span></div>
<div>C. <span class=""itemtext""><span>Modern forms of social organization, work, and family life have alienated workers from their labor.</span></span></div>
<div>D. <span class=""itemtext""><span>Some people or nations are more fit to survive than others and will naturally and rightly dominate.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-12H8 #7 H051901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>born in Spain</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>34. <div class=""paragraph"">The most powerful social class in Spain's American colonies in the 1500's was composed of people</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>of mixed Spanish and Indian ancestry</span></span></div>
<div>B. <span class=""itemtext""><span>of Mexican ancestry</span></span></div>
<div>C. <span class=""itemtext""><span>of Spanish ancestry born in America</span></span></div>
<div>D. <span class=""itemtext""><span>born in Spain</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-12H9 #1 H060401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>leaders of slave rebellions</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>35. <div class=""paragraph"">Gabriel Prosser, Denmark Vesey, Nat Turner, and Joseph Cinque were all</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>soldiers in the American Revolution</span></span></div>
<div>B. <span class=""itemtext""><span>merchants who were involved in the triangular trade</span></span></div>
<div>C. <span class=""itemtext""><span>authors who described slave conditions</span></span></div>
<div>D. <span class=""itemtext""><span>leaders of slave rebellions</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-12H9 #8 H061101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Most were forced to move west of the Mississippi River.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>36. <div class=""paragraph"">Which statement best describes the treatment of American Indians living east of the Mississippi River between 1800 and 1850?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Most were forced to move west of the Mississippi River.</span></span></div>
<div>B. <span class=""itemtext""><span>Most were forced to work as slaves on plantations.</span></span></div>
<div>C. <span class=""itemtext""><span>They were encouraged to become American citizens.</span></span></div>
<div>D. <span class=""itemtext""><span>They were forced onto reservations in the eastern half of the country.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-12H9 #10 H061301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Latin America</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>37. <div class=""paragraph"">The Monroe Doctrine, the Good Neighbor Policy, and the Alliance for Progress were all United States foreign policy positions relating directly to</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Latin America</span></span></div>
<div>B. <span class=""itemtext""><span>Africa</span></span></div>
<div>C. <span class=""itemtext""><span>the Middle East</span></span></div>
<div>D. <span class=""itemtext""><span>China</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2006-12H9 #14 H061701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>slaves</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>38. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Trade route map showing routes to Africa, North America, and South America"" class=""inln_img"" height=""358"" src=""./HistMed_files/ItemResource(16)"" title=""Trade route map showing routes to Africa, North America, and South America"" width=""500""/></div></div></div><div class=""paragraph"">The map above shows many of the trade routes for</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>spices</span></span></div>
<div>B. <span class=""itemtext""><span>tea</span></span></div>
<div>C. <span class=""itemtext""><span>slaves</span></span></div>
<div>D. <span class=""itemtext""><span>silk</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-4H3 #4 H028401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>People in the North and in the South disagreed over slavery.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>39. <div class=""paragraph"">What was a major cause of the Civil War?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>People in the North and in the South had different religions.</span></span></div>
<div>B. <span class=""itemtext""><span>People in the North and in the South disagreed over slavery.</span></span></div>
<div>C. <span class=""itemtext""><span>People in the North wanted control of the country when they found out that gold had been discovered in the South.</span></span></div>
<div>D. <span class=""itemtext""><span>People in the South wanted control of the country when they found out that oil had been discovered in the North.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-4H3 #11 H028901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>peacefully disobey laws that were not fair</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>40. <div class=""paragraph"">To achieve his goals, Martin Luther King, Jr., told people to</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>peacefully disobey laws that were not fair</span></span></div>
<div>B. <span class=""itemtext""><span>ignore politics and participate in religion</span></span></div>
<div>C. <span class=""itemtext""><span>move away from countries where they were not treated fairly</span></span></div>
<div>D. <span class=""itemtext""><span>protest by not voting</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-4H3 #14 H029101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>import goods from other countries</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>41. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Image of label for Thorspring non-carbonated Iceland Spring Water, imported. "" class=""inln_img"" height=""302"" src=""./HistMed_files/ItemResource(17)"" title=""Image of label for Thorspring non-carbonated Iceland Spring Water, imported. "" width=""358""/></div></div></div><div class=""paragraph"">Examine this label from a product people buy and use in the United States. The label shows that people in the United States</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>import goods from other countries</span></span></div>
<div>B. <span class=""itemtext""><span>export goods to other countries</span></span></div>
<div>C. <span class=""itemtext""><span>study about other countries</span></span></div>
<div>D. <span class=""itemtext""><span>often travel to other countries</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-4H3 #15 H029201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>7</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the map below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""World map showing 7 areas: 1-Asia; 2-Mexico; 3-Eastern United States; 4-Canada; 5-Western South America; 6-Europe; 7-Western Africa"" class=""inln_img"" height=""374"" src=""./HistMed_files/ItemResource(18)"" title=""World map showing 7 areas: 1-Asia; 2-Mexico; 3-Eastern United States; 4-Canada; 5-Western South America; 6-Europe; 7-Western Africa"" width=""592""/></div><div class=""paragraph""></div></div></div><br>42. <div class=""paragraph"">Most people brought to the Americas as slaves were born in which area?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>1</span></span></div>
<div>B. <span class=""itemtext""><span>4</span></span></div>
<div>C. <span class=""itemtext""><span>6</span></span></div>
<div>D. <span class=""itemtext""><span>7</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-4H6 #6 H031902</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Declaration of Independence</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the passage below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph""><div class=""blockq""><div class=""paragraph"">We hold these truths to be self-evident: That all men are created equal; that they are endowed by their Creator with certain unalienable rights; that among these are life, liberty, and the pursuit of happiness . . .</div></div></div><div class=""paragraph""></div></div></div><br>43. <div class=""paragraph"">The passage comes from the</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span> Constitution</span></span></div>
<div>B. <span class=""itemtext""><span>Mayflower Compact</span></span></div>
<div>C. <span class=""itemtext""><span>Declaration of Independence</span></span></div>
<div>D. <span class=""itemtext""><span>Articles of Confederation</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-4H6 #7 H032001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>God-given rights that governments cannot take away</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the passage below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph""><div class=""blockq""><div class=""paragraph"">We hold these truths to be self-evident: That all men are created equal; that they are endowed by their Creator with certain unalienable rights; that among these are life, liberty, and the pursuit of happiness . . .</div></div></div><div class=""paragraph""></div></div></div><br>44. <div class=""paragraph"">According to this document, ""life, liberty, and the pursuit of happiness"" are</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>God-given rights that governments cannot take away</span></span></div>
<div>B. <span class=""itemtext""><span>rights given to citizens and not to noncitizens</span></span></div>
<div>C. <span class=""itemtext""><span>rights that are made into laws by governments</span></span></div>
<div>D. <span class=""itemtext""><span>the rights to a place to live and a place to work</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-4H6 #8 H032002</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span> patriotism</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>45. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Image of 20th century U.S. army recruiting poster showing Uncle Sam saying 'I want YOU for the U.S. Army.'"" class=""inln_img"" height=""480"" src=""./HistMed_files/ItemResource(19)"" title=""Image of 20th century U.S. army recruiting poster showing Uncle Sam saying 'I want YOU for the U.S. Army.'"" width=""378""/></div></div></div><div class=""paragraph"">The poster shown above is trying to attract recruits by appealing to their</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span> homesickness</span></span></div>
<div>B. <span class=""itemtext""><span>religious beliefs</span></span></div>
<div>C. <span class=""itemtext""><span> patriotism</span></span></div>
<div>D. <span class=""itemtext""><span>need for money</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-4H6 #10 H032201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>prejudice</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to two photographs. The first photograph shows a sign in front of a laundry that states ""We wash for white people only."" The second photograph shows a sign stating ""For Whites Only"" next to a picnic area at a beach.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div></div></div><br>46. <div class=""paragraph"">The photographs show</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>prejudice</span></span></div>
<div>B. <span class=""itemtext""><span>poverty</span></span></div>
<div>C. <span class=""itemtext""><span>political protest</span></span></div>
<div>D. <span class=""itemtext""><span>environmental conservation</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-4H6 #13 H032501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>He claimed that the Puritan government had no right to control religious beliefs</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>47. <div class=""paragraph"">Why was Roger Williams forced to leave the Massachusetts Bay Colony?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>He claimed that the Puritan government had no right to control religious beliefs</span></span></div>
<div>B. <span class=""itemtext""><span>He was more loyal to the King of Spain than to the English monarchy.</span></span></div>
<div>C. <span class=""itemtext""><span>He refused to do his share of the farming and other work.</span></span></div>
<div>D. <span class=""itemtext""><span>He wanted to lead a war against the American Indians.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-8H6 #2 H039201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>expense of fighting the war led Britain to tax the colonies directly for the first time</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>48. <div class=""paragraph"">One major consequence of the Seven Years' War (French and Indian War) was that the</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>colonists' decision to side with France led Britain to retaliate against them</span></span></div>
<div>B. <span class=""itemtext""><span>expense of fighting the war led Britain to tax the colonies directly for the first time</span></span></div>
<div>C. <span class=""itemtext""><span>loyalty of the colonists to the British side led Britain to grant them a high degree of self-government</span></span></div>
<div>D. <span class=""itemtext""><span>elimination of the French threat in North America led Britain to concentrate on conquering all of the remaining Spanish colonies</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-8H6 #3 H039301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>feared that the new national government would deny people their rights</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>49. <div class=""paragraph"">Many people opposed ratification of the Constitution without a bill of rights because they</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>were afraid the states would be too powerful without a bill of rights</span></span></div>
<div>B. <span class=""itemtext""><span>thought that a bill of rights would strengthen the President's power</span></span></div>
<div>C. <span class=""itemtext""><span>did not want the national government to have an army</span></span></div>
<div>D. <span class=""itemtext""><span>feared that the new national government would deny people their rights</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-8H6 #5 H039501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>entrance of France on the American side</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>50. <div class=""paragraph"">During the Revolutionary War, one outcome of the colonial victory at the Battle of Saratoga that helped ensure the final defeat of the British was the</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>entrance of France on the American side</span></span></div>
<div>B. <span class=""itemtext""><span>recapture of New York City from the British</span></span></div>
<div>C. <span class=""itemtext""><span>mutiny of the British forces under General Howe</span></span></div>
<div>D. <span class=""itemtext""><span>defeat of British forces at Valley Forge, Pennsylvania</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-8H6 #6 H039601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>environmental movement</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>51. <div class=""paragraph""><div class=""blockq""><div class=""paragraph"">""The 'control of nature' is a phrase conceived in arrogance, born of the Neanderthal age of biology and philosophy, when it was supposed that nature exists for the convenience of man. It is our alarming misfortune that so primitive a science has armed itself with the most modern and terrible weapons, and that in turning them against the insects it has also turned them against the earth.""</div><div class=""attrib"">-Rachel Carson, <span class=""stressed_text_2"">Silent Spring</span>, 1962</div><div class=""paragraph""></div></div></div><div class=""paragraph"">The book quoted above was important in helping to begin the</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>environmental movement</span></span></div>
<div>B. <span class=""itemtext""><span>anti-nuclear arms movement</span></span></div>
<div>C. <span class=""itemtext""><span>anti-Vietnam War movement</span></span></div>
<div>D. <span class=""itemtext""><span>America First movement</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-8H6 #17 H040501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>The percentage of immigrants coming from southern and eastern Europe increased dramatically.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>52. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Graphic showing immigration to the United States in 1854 and in 1907. Pie chart of 1854 shows Germany as the largest sector, followed by Ireland, Britain, other northwestern European countries, and finally non-European countries. Pie chart for 1907 shows sectors for immigration from Austria-Hungary, Italy, and Russia about equal in size, followed by non-European countries, Britain, Balkans Scandinavia, Germany, Ireland, and other European countries."" class=""inln_img"" height=""407"" src=""./HistMed_files/ItemResource(20)"" title=""Graphic showing immigration to the United States in 1854 and in 1907. Pie chart of 1854 shows Germany as the largest sector, followed by Ireland, Britain, other northwestern European countries, and finally non-European countries. Pie chart for 1907 shows sectors for immigration from Austria-Hungary, Italy, and Russia about equal in size, followed by non-European countries, Britain, Balkans Scandinavia, Germany, Ireland, and other European countries."" width=""607""/></div></div></div><div class=""paragraph"">According to the pie charts, how did immigration to the United States change between 1854 and 1907?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The percentage of immigrants coming from southern and eastern Europe increased dramatically.</span></span></div>
<div>B. <span class=""itemtext""><span>The percentage of immigrants coming from Germany and Britain gradually increased.</span></span></div>
<div>C. <span class=""itemtext""><span>By 1907 Russia replaced Britain as the source of the greatest number of immigrants.</span></span></div>
<div>D. <span class=""itemtext""><span>The total number of immigrants coming to the United States declined.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-8H11 #2 H043301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>7</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the list below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph"">Imagine that you are studying the restriction of immigration to the United States in the 1920's. You have the following sources of information available to you.</div><div class=""paragraph""></div><div class=""paragraph"" style=""padding-left:20px""><ol><li>A 1924 newspaper editorial supporting the quota system that limited immigration</li><div class=""paragraph""></div><li>The text of the 1924 Immigration Act (or the National Origins Act)</li><div class=""paragraph""></div><li>The text of a speech made at a Ku Klux Klan rally in 1923</li><div class=""paragraph""></div><li>A Russian woman's account of her experiences during the Russian Civil War and her escape to the United States in 1922</li><div class=""paragraph""></div><li>A 1924 magazine editorial opposing the quota system that limited immigration</li><div class=""paragraph""></div><li>The story of a Greek family's journey to the United States in 1906 written by a journalist in 1955</li><div class=""paragraph""></div><li>The 1910, 1920, and 1930 United States census data telling how many immigrants came from which countries</li><div class=""paragraph""></div></ol></div><div class=""paragraph""></div></div></div><br>53. <div class=""paragraph"" style=""padding-left:40px"">Which source would tell you most about the effects of the 1924 Immigration Act on changes in the pattern of immigration to the United States?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>3</span></span></div>
<div>B. <span class=""itemtext""><span>4</span></span></div>
<div>C. <span class=""itemtext""><span>6</span></span></div>
<div>D. <span class=""itemtext""><span>7</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-8H11 #8 H043703</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Exercising British control over economic activities in the colonies</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>54. <div class=""paragraph"">Which of the following best describes the British colonial policy called mercantilism?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Encouraging colonists to sell manufactured goods to European countries</span></span></div>
<div>B. <span class=""itemtext""><span>Sending raw materials from Britain to the colonies</span></span></div>
<div>C. <span class=""itemtext""><span>Exercising British control over economic activities in the colonies</span></span></div>
<div>D. <span class=""itemtext""><span>Attempting to make the colonies economically self-sufficient</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H3 #1 H044101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Economic recovery in England reduced the supply of White indentured servants.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>55. <div class=""paragraph"">What was the major cause of the shift from the use of White indentured servants to the use of Black slave labor in Virginia in the 1600's?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Many White indentured servants escaped.</span></span></div>
<div>B. <span class=""itemtext""><span>African people had more experience farming than did White indentured servants.</span></span></div>
<div>C. <span class=""itemtext""><span>Economic recovery in England reduced the supply of White indentured servants.</span></span></div>
<div>D. <span class=""itemtext""><span>Most wealthy planters viewed indentured servitude as immoral.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H3 #2 H044201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Speak softly and carry a big stick</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the following cartoon.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph"" style=""text-align:center""><div class=""stdaln_img""><img alt=""President Theodore Roosevelt dressed as policeman astride the U.S. holding club in one hand, labeled 'The New Diplomacy' and a paper labeled 'Arbitration' in the other and surrounded by people from different countries"" class=""inln_img"" height=""378"" src=""./HistMed_files/ItemResource(21)"" title=""President Theodore Roosevelt dressed as policeman astride the U.S. holding club in one hand, labeled 'The New Diplomacy' and a paper labeled 'Arbitration' in the other and surrounded by people from different countries"" width=""474""/></div></div><div class=""paragraph""></div></div></div><br>56. <div class=""paragraph"">When the cartoon was created, the artist was probably thinking of which foreign policy slogan?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The arsenal of democracy</span></span></div>
<div>B. <span class=""itemtext""><span>Peace with honor</span></span></div>
<div>C. <span class=""itemtext""><span>We have nothing to fear but fear itself</span></span></div>
<div>D. <span class=""itemtext""><span>Speak softly and carry a big stick</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H3 #7 H044701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>The Jungle</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>57. <div class=""paragraph"">In which book did Upton Sinclair describe the terrible working and food-production conditions in the meat-packing industry?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The Grapes of Wrath</span></span></div>
<div>B. <span class=""itemtext""><span>The Pit</span></span></div>
<div>C. <span class=""itemtext""><span>The Octopus</span></span></div>
<div>D. <span class=""itemtext""><span>The Jungle</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H3 #9 H044801</span></div></div>"
